packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
org.aksw.palmetto.vector,JaccardCalculationBasedCreatorTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.subsets,AllAllTest,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.vector,CondProbCalculationBasedCreatorTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.subsets,OneSucceeding,com.carrotsearch:hppc,null,null,7,7,1.0
org.aksw.palmetto.calculations.indirect,CosinusBasedCoherenceTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.io,GoldStandardReader,org.slf4j:slf4j-api,null,null,5,13,0.38
org.aksw.palmetto.io,GoldStandardReader,com.carrotsearch:hppc,null,null,6,13,0.46
org.aksw.palmetto.io,GoldStandardReader,commons-io:commons-io,null,null,2,13,0.15
org.aksw.palmetto.calculations.direct,OlssonsCoherenceCalculationTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.calculations.indirect,CentroidBasedCoherenceTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.vector,AbstractVectorCreatorTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.vector,ProbabilityBasedVectorCreatorTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.data,SegmentationDefinition,com.carrotsearch:hppc,null,null,17,17,1.0
org.aksw.palmetto.vector,LogCondProbCalculationBasedCreatorTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.webapp.config,PalmettoConfiguration,org.slf4j:slf4j-api,null,null,4,15,0.27
org.aksw.palmetto.webapp.config,PalmettoConfiguration,commons-configuration:commons-configuration,null,null,11,15,0.73
org.aksw.palmetto.corpus,BooleanDocumentSupportingAdapter,com.carrotsearch:hppc,null,null,6,6,1.0
org.aksw.palmetto.vector,LogLikelihoodCalculationBasedCreatorTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.subsets,AllOneTest,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.subsets,OneAny,com.carrotsearch:hppc,null,null,10,10,1.0
org.aksw.palmetto.sum,HarmonicMeanTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.io,SimpleWordSetReader,org.slf4j:slf4j-api,null,null,5,5,1.0
org.aksw.palmetto.subsets,AnyAnyTest,junit:junit,null,null,4,4,1.0
org.aksw.palmetto.evaluate.correlation,PearsonsSampleCorrelationCoefficientTest,junit:junit,null,null,6,6,1.0
