packageName,className,methodName,api,mcrCategories,mcrTags,count,countAll,proportion
org.apdplat.word.analysis,TextSimilarityTest,testManhattanDistance,junit:junit,null,null,1,1,1.0
org.apdplat.word.dictionary.impl,DictionaryTrie,show,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.util,WordConfTools,getInt,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.util,DoubleArrayGenericTrieTest,testTrigram,junit:junit,null,null,3,3,1.0
org.apdplat.word.analysis,SørensenDiceCoefficientTextSimilarity,scoreImpl,org.slf4j:slf4j-api,null,null,14,14,1.0
org.apdplat.word.analysis,TextSimilarityTest,testJaccard,junit:junit,null,null,1,1,1.0
org.apdplat.word.corpus,CorpusTools,processWords,org.slf4j:slf4j-api,null,null,2,2,1.0
org.apdplat.word.segmentation.impl,BidirectionalMaximumMatching,segImpl,org.slf4j:slf4j-api,null,null,12,12,1.0
org.apdplat.word.util,GenericTrie,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.apdplat.word.corpus,Evaluation,evaluation,org.slf4j:slf4j-api,null,null,6,6,1.0
org.apdplat.word.recognition,RecognitionToolTest,initData,junit:junit,null,null,1,1,1.0
org.apdplat.word.segmentation.impl,ReverseMinimumMatchingTest,testSeg,junit:junit,null,null,2,2,1.0
org.apdplat.word.dictionary,DictionaryFactory,"",org.slf4j:slf4j-api,null,null,21,21,1.0
org.apdplat.word.dictionary,DictionaryTools,merge,org.slf4j:slf4j-api,null,null,6,6,1.0
org.apdplat.word.recognition,StopWord,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.apdplat.word.util,TrieTest,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.apdplat.word.util,AutoDetector,loadAndWatch,org.slf4j:slf4j-api,null,null,12,12,1.0
org.apdplat.word.util,DoubleArrayGenericTrieTest,tearDown,junit:junit,null,null,1,1,1.0
org.apdplat.word.analysis,TextSimilarityTest,testRank,junit:junit,null,null,10,10,1.0
org.apdplat.word.elasticsearch,ChineseWordPlugin,getTokenFilters,org.elasticsearch:elasticsearch,null,null,2,2,1.0
org.apdplat.word.recognition,PunctuationTest,testIs,junit:junit,null,null,5,5,1.0
org.apdplat.word.recognition,RecognitionTool,isChineseNumber,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.util,DoubleArrayGenericTrieTest,testGet,junit:junit,null,null,7,7,1.0
org.apdplat.word,WordSegmenter,run,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrie,contains,org.slf4j:slf4j-api,null,null,8,8,1.0
org.apdplat.word.analysis,SentenceIdentify,run,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrieTest,testWhole,junit:junit,null,null,43,43,1.0
org.apdplat.word.recognition,Punctuation,reload,org.slf4j:slf4j-api,null,null,10,10,1.0
org.apdplat.word.util,DirectoryWatcher,registerDirectoryTree,org.slf4j:slf4j-api,null,null,2,2,1.0
org.apdplat.word.util,DoubleArrayGenericTrie,putAll,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.segmentation.impl,MinimumMatchingTest,testSeg,junit:junit,null,null,2,2,1.0
org.apdplat.word.recognition,PunctuationTest,testSeg,junit:junit,null,null,9,9,1.0
org.apdplat.word.vector,Word2Vector,word2Vec,org.slf4j:slf4j-api,null,null,26,26,1.0
org.apdplat.word.tagging,PinyinTagging,getPinYin,com.belerweb:pinyin4j,null,null,17,19,0.89
org.apdplat.word.tagging,PinyinTagging,getPinYin,org.slf4j:slf4j-api,null,null,2,19,0.11
org.apdplat.word.dictionary.impl,DictionaryTrieTest,testWhole,junit:junit,null,null,4,4,1.0
org.apdplat.word.util,GenericTrie,main,org.slf4j:slf4j-api,null,null,16,16,1.0
