packageName,className,methodName,api,mcrCategories,mcrTags,count,countAll,proportion
org.aksw.palmetto.corpus.lucene.creation,LuceneIndexHistogramCreator,storeHistogram,org.slf4j:slf4j-api,null,null,2,2,1.0
org.aksw.palmetto.calculations.direct,LogLikelihoodCoherenceCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.calculations.direct,LogRatioCoherenceCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.corpus,BooleanDocumentSupportingAdapter,getDocumentsWithWordAsSet,com.carrotsearch:hppc,null,null,1,1,1.0
org.aksw.palmetto.corpus.lucene,WindowSupportingLuceneCorpusAdapter,requestWordPositionsInDocuments,com.carrotsearch:hppc,null,null,12,12,1.0
org.aksw.palmetto.io,GoldStandardReader,readGoldStandardSavely,org.slf4j:slf4j-api,null,null,2,2,1.0
org.aksw.palmetto.sum,AbstractSummarizationTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.vector,ProbabilityBasedVectorCreatorTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.prob.bd,BooleanDocumentFrequencyDeterminerPerformanceTest,data,com.carrotsearch:hppc,null,null,7,8,0.88
org.aksw.palmetto.prob.bd,BooleanDocumentFrequencyDeterminerPerformanceTest,data,junit:junit,null,null,1,8,0.13
org.aksw.palmetto.sum,MaxTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.vector,LogJaccardCoherenceCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.subsets,OneAny,getSubsetDefinitionWithRestrictions,com.carrotsearch:hppc,null,null,5,5,1.0
org.aksw.palmetto.vector,FitelsonCalculationBasedCreatorTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.prob,AbstractBooleanDocumentSupportingAdapterBasedTest,getDocumentsWithWords,com.carrotsearch:hppc,null,null,12,12,1.0
org.aksw.palmetto.vector,LogCondProbCalculationBasedCreatorTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.corpus.lucene,SimpleAnalyzer,createComponents,org.apache.lucene:lucene-analyzers-common,null,null,5,12,0.42
org.aksw.palmetto.corpus.lucene,SimpleAnalyzer,createComponents,org.apache.lucene:lucene-core,null,null,7,12,0.58
org.aksw.palmetto.data,SegmentationDefinition,setNeededCounts,com.carrotsearch:hppc,null,null,3,3,1.0
org.aksw.palmetto.evaluate.correlation,KendallsTauTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.webapp,PalmettoApplication,"",org.slf4j:slf4j-api,null,null,7,8,0.88
org.aksw.palmetto.webapp,PalmettoApplication,"",commons-configuration:commons-configuration,null,null,1,8,0.13
org.aksw.palmetto.prob,ListBasedBooleanDocumentFrequencyDeterminerTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.calculations.direct,FitelsonCoherenceCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.prob.bd,BitSetBasedBooleanDocumentFrequencyDeterminer,determineCounts,com.carrotsearch:hppc,null,null,15,15,1.0
org.aksw.palmetto.subsets,OneAnyTest,test,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.vector,NormalizedLogRatioCalculationBasedCreatorTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.calculations.indirect,CosinusBasedCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.sum,QuadraticMeanTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.vector,CondProbCalculationBasedCreatorTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.vector,LikelihoodCalculationBasedCreatorTest,data,junit:junit,null,null,1,1,1.0
